"la_name","SEN_Unit","RP_Unit","Total pupils","EHC plan"
"Barnet","0","0","254","10"
"Barnet","0","0","494","10"
"Barnet","0","0","533","15"
"Barnet","0","0","271","6"
"Barnet","0","0","315","7"
"Barnet","0","0","549","6"
"Barnet","0","0","347","7"
"Barnet","0","0","230","4"
"Barnet","0","0","463","16"
"Barnet","0","0","197","2"
"Barnet","0","0","484","13"
"Barnet","0","1","284","29"
"Barnet","0","0","298","8"
"Barnet","0","0","423","11"
"Barnet","0","0","441","14"
"Barnet","0","0","347","1"
"Barnet","0","0","257","5"
"Barnet","0","0","206","8"
"Barnet","0","0","231","6"
"Barnet","0","0","479","16"
"Barnet","0","0","468","13"
"Barnet","0","1","238","15"
"Barnet","0","0","258","9"
"Barnet","0","0","232","4"
"Barnet","0","0","315","12"
"Barnet","0","0","618","25"
"Barnet","0","0","166","4"
"Barnet","0","0","232","7"
"Barnet","0","0","215","7"
"Barnet","0","0","149","4"
"Barnet","0","0","232","1"
"Barnet","0","0","237","5"
"Barnet","0","0","465","6"
"Barnet","0","0","213","3"
"Barnet","0","0","208","4"
"Barnet","0","0","208","5"
"Barnet","0","0","207","2"
"Barnet","0","0","211","7"
"Barnet","0","0","248","7"
"Barnet","0","0","158","3"
"Barnet","0","0","223","5"
"Barnet","0","0","407","12"
"Barnet","0","0","454","7"
"Barnet","0","0","283","8"
"Barnet","0","0","175","9"
"Barnet","0","0","512","10"
"Barnet","0","0","394","9"
"Barnet","0","0","458","4"
"Barnet","0","0","388","6"
"Barnet","0","0","433","7"
"Barnet","0","0","204","3"
"Barnet","0","0","748","29"
"Barnet","0","0","396","15"
"Barnet","0","0","811","1"
"Barnet","0","0","1213","18"
"Barnet","0","0","1234","45"
"Barnet","0","0","1675","4"
"Barnet","0","0","148","0"
"Barnet","0","0","655","5"
"Barnet","0","0","166","0"
"Barnet","0","0","225","6"
"Barnet","0","0","75","0"
"Barnet","0","0","226","2"
"Barnet","0","0","59","0"
"Barnet","0","0","189","0"
"Barnet","0","0","147","0"
"Barnet","0","0","161","0"
"Barnet","0","0","102","1"
"Barnet","0","0","195","0"
"Barnet","0","0","325","46"
"Barnet","0","0","289","1"
"Barnet","0","0","260","1"
"Barnet","0","0","223","1"
"Barnet","0","0","122","122"
"Barnet","0","0","161","123"
"Barnet","0","0","90","89"
"Bexley","0","1","423","15"
"Bexley","0","0","658","5"
"Bexley","0","1","454","21"
"Bexley","0","0","504","5"
"Bexley","0","0","305","5"
"Bexley","0","0","442","3"
"Bexley","0","1","251","39"
"Bexley","0","0","458","4"
"Bexley","0","0","420","7"
"Bexley","0","0","414","5"
"Bexley","0","0","213","2"
"Bexley","0","0","458","4"
"Bexley","0","0","407","4"
"Bexley","0","0","206","0"
"Bexley","0","0","186","5"
"Bexley","0","0","171","1"
"Bexley","0","0","291","0"
"Bexley","0","0","155","3"
"Bexley","0","0","76","76"
"Brent","0","0","119","2"
"Brent","0","1","111","8"
"Brent","0","0","95","0"
"Brent","1","1","72","0"
"Wokingham","0","0","11","2"
"Bradford","0","0","625","18"
"Brent","0","0","383","10"
"Brent","0","0","450","15"
"Brent","0","0","763","19"
"Brent","0","0","78","3"
"Brent","0","0","342","16"
"Brent","0","0","313","14"
"Brent","0","0","285","2"
"Brent","0","0","680","8"
"Brent","0","0","597","29"
"Brent","0","0","693","9"
"Brent","0","0","881","16"
"Brent","0","0","199","10"
"Brent","0","0","220","10"
"Brent","0","0","463","8"
"Brent","0","0","644","16"
"Brent","0","0","469","7"
"Brent","0","0","472","9"
"Brent","0","0","928","23"
"Brent","0","0","470","19"
"Brent","0","0","685","8"
"Brent","0","0","220","6"
"Brent","0","0","335","6"
"Brent","0","0","272","5"
"Brent","0","0","623","31"
"Brent","0","0","454","7"
"Brent","0","0","634","16"
"Brent","0","0","449","9"
"Brent","0","0","430","13"
"Brent","0","1","697","48"
"Brent","0","0","187","4"
"Brent","0","0","390","11"
"Brent","0","0","423","5"
"Brent","0","0","221","3"
"Brent","0","0","277","5"
"Brent","0","0","326","14"
"Brent","0","0","439","16"
"Brent","0","0","247","5"
"Brent","0","0","222","3"
"Brent","0","0","263","1"
"Brent","0","0","642","5"
"Brent","0","0","248","16"
"Brent","0","0","508","22"
"Brent","0","0","110","1"
"Brent","0","0","721","20"
"Harrow","0","0","121","0"
"Brent","0","0","75","2"
"Brent","0","0","81","0"
"Brent","0","0","82","0"
"Ealing","0","0","29","0"
"Brent","0","0","418","11"
"Brent","0","0","99","0"
"Brent","0","0","188","0"
"Brent","0","0","31","0"
"Brent","0","0","55","55"
"Bromley","0","0","396","15"
"Bromley","0","0","75","3"
"Bromley","0","0","358","4"
"Bromley","0","1","433","31"
"Bromley","0","0","1075","0"
"Bromley","0","0","432","0"
"Bromley","0","0","403","0"
"Bromley","0","0","294","1"
"Bromley","0","0","380","1"
"Bromley","0","0","680","0"
"Bromley","0","0","265","0"
"Bromley","0","0","163","0"
"Bromley","0","0","869","0"
"Bromley","0","0","1020","2"
"Bromley","0","0","148","0"
"Bromley","0","0","101","100"
"Croydon","0","0","98","1"
"Croydon","0","0","69","0"
"Croydon","0","0","93","0"
"Croydon","0","0","133","6"
"Croydon","0","0","258","8"
"Croydon","0","0","473","6"
"Croydon","0","0","392","2"
"Croydon","0","0","401","5"
"Croydon","0","0","648","15"
"Croydon","0","0","272","5"
"Croydon","0","0","355","7"
"Croydon","0","1","179","4"
"Croydon","0","0","218","9"
"Croydon","0","0","248","2"
"Croydon","0","0","509","10"
"Croydon","0","0","411","5"
"Croydon","0","0","206","5"
"Croydon","0","0","407","5"
"Croydon","0","0","585","11"
"Croydon","0","0","620","4"
"Croydon","0","0","266","3"
"Croydon","0","0","214","3"
"Croydon","0","0","484","6"
"Croydon","0","0","408","7"
"Croydon","0","0","280","7"
"Croydon","0","0","361","4"
"Croydon","0","0","423","10"
"Croydon","0","0","337","6"
"Croydon","0","0","206","6"
"Croydon","0","0","410","9"
"Croydon","0","0","203","4"
"Croydon","0","0","214","1"
"Croydon","0","0","404","6"
"Croydon","0","0","148","1"
"Croydon","0","0","734","12"
"Croydon","0","0","559","3"
"Croydon","0","0","499","8"
"Croydon","0","0","679","12"
"Croydon","0","0","1082","8"
"Croydon","0","0","308","2"
"Croydon","0","0","149","0"
"Croydon","0","0","116","0"
"Croydon","0","0","1090","3"
"Croydon","0","0","1549","4"
"Croydon","0","0","151","0"
"Croydon","0","0","1041","1"
"Croydon","0","0","22","21"
"Croydon","0","0","673","0"
"Croydon","0","0","627","2"
"Croydon","0","0","1379","26"
"Croydon","0","0","235","234"
"Croydon","0","0","114","104"
"Croydon","0","0","202","175"
"Croydon","0","0","167","148"
"Croydon","0","0","137","135"
"Ealing","0","0","96","0"
"Ealing","0","0","118","0"
"Ealing","0","0","147","4"
"Ealing","0","0","118","0"
"Ealing","0","0","235","7"
"Ealing","0","0","165","7"
"Ealing","0","0","217","6"
"Ealing","0","0","385","9"
"Ealing","0","0","666","15"
"Ealing","0","1","441","45"
"Ealing","0","0","481","14"
"Ealing","0","0","431","15"
"Ealing","0","1","662","41"
"Ealing","0","0","405","10"
"Ealing","0","1","428","29"
"Ealing","0","1","431","41"
"Ealing","0","0","369","6"
"Ealing","0","1","364","34"
"Ealing","0","0","410","12"
"Ealing","0","0","653","15"
"Ealing","0","1","654","30"
"Ealing","0","0","480","11"
"Ealing","0","0","526","13"
"Ealing","0","0","354","9"
"Ealing","0","0","374","6"
"Ealing","1","0","270","27"
"Ealing","0","0","463","9"
"Ealing","0","0","473","12"
"Ealing","0","0","432","9"
"Ealing","0","0","438","4"
"Ealing","0","0","454","3"
"Ealing","0","0","967","22"
"Ealing","0","1","931","28"
"Ealing","0","0","590","9"
"Ealing","0","0","402","9"
"Ealing","0","0","829","10"
"Ealing","0","1","537","32"
"Ealing","0","0","638","11"
"Ealing","0","0","672","17"
"Ealing","0","0","469","7"
"Ealing","0","0","460","11"
"Ealing","0","0","383","5"
"Ealing","0","0","219","4"
"Ealing","0","0","309","7"
"Ealing","0","0","696","16"
"Ealing","0","0","432","13"
"Ealing","0","0","678","9"
"Ealing","0","0","456","9"
"Ealing","0","0","450","8"
"Ealing","0","0","410","6"
"Ealing","0","0","440","9"
"Ealing","0","0","392","13"
"Ealing","0","0","245","2"
"Ealing","0","0","428","10"
"Ealing","0","0","635","15"
"Ealing","0","0","558","9"
"Ealing","0","0","448","21"
"Ealing","0","0","450","6"
"Ealing","0","0","1451","16"
"Ealing","0","0","1964","42"
"Ealing","0","0","202","1"
"Ealing","0","0","1557","21"
"Ealing","0","1","1896","50"
"Ealing","0","0","1290","21"
"Ealing","0","0","803","12"
"Ealing","0","0","362","1"
"Ealing","0","0","108","3"
"Ealing","0","0","465","0"
"Ealing","0","0","1070","3"
"Wandsworth","0","0","97","1"
"Ealing","0","0","96","96"
"Ealing","0","0","907","2"
"Ealing","0","0","124","1"
"Ealing","0","0","356","0"
"Ealing","0","0","312","2"
"Haringey","0","0","87","0"
"Ealing","0","0","270","1"
"Ealing","0","0","84","2"
"Ealing","0","0","73","11"
"Ealing","0","0","195","195"
"Ealing","0","0","164","164"
"Ealing","0","0","156","143"
"Ealing","0","0","127","127"
"Ealing","0","0","144","144"
"Ealing","0","0","110","110"
"Enfield","0","0","54","1"
"Enfield","0","0","374","14"
"Enfield","0","0","327","13"
"Enfield","0","0","426","18"
"Enfield","0","1","980","29"
"Enfield","0","0","596","19"
"Enfield","0","0","344","12"
"Enfield","0","0","824","32"
"Enfield","0","0","209","5"
"Enfield","0","0","353","11"
"Enfield","0","0","342","9"
"Enfield","0","0","501","8"
"Enfield","0","0","626","11"
"Enfield","0","0","619","37"
"Enfield","0","0","480","12"
"Enfield","0","0","449","16"
"Enfield","0","0","270","16"
"Enfield","0","0","284","7"
"Enfield","0","0","412","9"
"Enfield","0","1","441","24"
"Enfield","0","0","487","14"
"Enfield","0","0","628","23"
"Enfield","0","0","317","8"
"Enfield","0","0","99","0"
"Enfield","0","0","226","6"
"Enfield","0","0","447","11"
"Enfield","0","0","204","5"
"Enfield","0","0","210","9"
"Enfield","0","0","312","12"
"Enfield","0","0","188","3"
"Enfield","0","0","439","15"
"Enfield","0","0","415","6"
"Enfield","0","0","390","14"
"Enfield","0","0","411","15"
"Enfield","0","0","598","15"
"Enfield","0","0","415","10"
"Enfield","0","0","206","6"
"Enfield","0","0","595","20"
"Enfield","0","0","1675","42"
"Enfield","0","0","1070","8"
"Enfield","0","0","1193","42"
"Enfield","0","0","761","16"
"Enfield","0","0","1028","10"
"Enfield","0","0","206","7"
"Enfield","0","0","1384","4"
"Enfield","0","0","730","10"
"Enfield","0","0","1045","23"
"Enfield","0","0","151","2"
"Enfield","0","0","274","2"
"Enfield","0","0","113","1"
"Enfield","0","0","256","1"
"Enfield","0","0","105","2"
"Enfield","0","0","423","0"
"Enfield","0","0","162","162"
"Enfield","0","0","361","353"
"Enfield","0","0","119","119"
"Enfield","0","0","156","154"
"Haringey","0","0","144","1"
"Haringey","0","0","140","0"
"Haringey","0","0","141","0"
"Haringey","0","0","222","9"
"Haringey","0","0","216","3"
"Haringey","0","0","297","3"
"Haringey","0","0","322","10"
"Haringey","0","0","217","12"
"Haringey","0","0","205","10"
"Haringey","0","0","385","13"
"Haringey","0","0","438","5"
"Haringey","0","0","464","18"
"Haringey","0","0","404","21"
"Haringey","0","0","666","6"
"Haringey","0","0","413","8"
"Haringey","0","0","329","11"
"Haringey","0","0","295","4"
"Haringey","0","0","200","1"
"Haringey","0","0","198","3"
"Haringey","0","1","196","7"
"Haringey","0","0","359","8"
"Haringey","0","0","876","17"
"Haringey","0","0","545","11"
"Haringey","0","0","419","16"
"Haringey","0","0","149","6"
"Haringey","0","0","701","22"
"Haringey","0","0","400","7"
"Haringey","0","0","223","10"
"Haringey","0","0","480","16"
"Haringey","0","0","226","12"
"Haringey","0","0","443","6"
"Haringey","0","0","244","4"
"Haringey","0","0","526","16"
"Haringey","0","0","402","6"
"Haringey","0","0","324","13"
"Haringey","0","0","369","8"
"Haringey","0","0","218","4"
"Haringey","0","0","190","8"
"Haringey","0","0","176","6"
"Haringey","0","0","75","1"
"Haringey","0","0","278","13"
"Haringey","0","0","182","7"
"Haringey","0","0","173","5"
"Haringey","0","0","226","11"
"Haringey","0","0","775","17"
"Haringey","0","0","1562","31"
"Haringey","0","0","1823","46"
"Haringey","0","0","1274","36"
"Haringey","0","0","984","3"
"Haringey","0","0","1881","0"
"Haringey","0","0","225","0"
"Haringey","0","0","19","0"
"Hackney","0","0","731","13"
"Haringey","0","0","60","53"
"Haringey","0","0","112","112"
"Haringey","0","0","121","121"
"Haringey","0","0","139","138"
"Harrow","0","0","26","3"
"Harrow","0","0","458","11"
"Harrow","0","0","407","7"
"Harrow","0","0","670","14"
"Harrow","0","0","627","18"
"Harrow","0","0","406","3"
"Harrow","0","1","654","19"
"Harrow","0","0","351","12"
"Harrow","0","0","795","5"
"Harrow","0","0","538","12"
"Harrow","0","0","819","11"
"Harrow","0","0","860","13"
"Harrow","0","0","837","14"
"Harrow","0","1","814","25"
"Harrow","0","0","285","7"
"Harrow","0","0","484","12"
"Harrow","0","0","753","12"
"Harrow","0","0","373","5"
"Harrow","0","1","646","38"
"Harrow","0","0","650","11"
"Harrow","0","0","665","8"
"Harrow","0","0","664","5"
"Harrow","0","0","415","3"
"Harrow","0","0","431","7"
"Harrow","0","1","1713","46"
"Harrow","0","0","833","0"
"Harrow","0","0","598","1"
"Harrow","0","0","502","0"
"Harrow","0","0","224","1"
"Harrow","0","0","160","0"
"Harrow","0","0","296","0"
"Harrow","0","0","27","0"
"Hertfordshire","0","0","192","1"
"Harrow","0","0","1097","0"
"Harrow","0","0","172","171"
"Havering","0","0","383","13"
"Havering","0","0","604","16"
"Havering","0","0","355","5"
"Havering","0","0","270","6"
"Havering","0","0","414","17"
"Havering","0","0","576","5"
"Havering","0","0","386","10"
"Havering","0","0","181","3"
"Havering","0","0","373","14"
"Havering","0","0","239","3"
"Havering","0","1","690","22"
"Havering","0","0","358","8"
"Havering","0","0","377","9"
"Havering","0","0","462","14"
"Havering","0","0","430","8"
"Havering","0","0","321","7"
"Havering","0","0","252","7"
"Havering","0","0","467","12"
"Havering","0","0","319","5"
"Havering","0","0","572","10"
"Havering","0","0","354","8"
"Havering","0","0","252","4"
"Havering","0","0","415","9"
"Havering","0","0","621","18"
"Havering","0","0","356","12"
"Havering","0","0","417","8"
"Havering","0","1","714","29"
"Havering","0","0","434","12"
"Havering","0","0","686","5"
"Havering","0","0","601","15"
"Havering","0","0","420","10"
"Havering","0","0","208","4"
"Havering","0","0","371","6"
"Havering","0","0","453","9"
"Havering","0","0","420","4"
"Havering","0","0","382","8"
"Havering","0","0","209","9"
"Havering","0","0","110","0"
"Havering","0","0","155","0"
"Havering","0","0","113","0"
"Havering","0","0","212","2"
"Havering","0","0","156","156"
"Hillingdon","0","0","140","2"
"Hillingdon","0","0","215","0"
"Hillingdon","0","0","652","6"
"Hillingdon","0","0","653","18"
"Hillingdon","0","1","274","15"
"Hillingdon","0","1","696","11"
"Hillingdon","0","0","401","13"
"Hillingdon","0","0","367","6"
"Hillingdon","0","1","648","24"
"Hillingdon","0","0","268","5"
"Hillingdon","0","0","239","3"
"Hillingdon","0","0","542","11"
"Hillingdon","0","0","209","12"
"Hillingdon","0","0","425","16"
"Hillingdon","0","0","326","8"
"Hillingdon","0","0","313","1"
"Hillingdon","0","0","403","9"
"Hillingdon","0","0","410","8"
"Hillingdon","0","0","358","11"
"Hillingdon","0","0","313","4"
"Hillingdon","0","0","373","5"
"Hillingdon","0","0","341","4"
"Hillingdon","0","0","453","6"
"Hillingdon","0","0","466","6"
"Hillingdon","0","0","440","10"
"Hillingdon","0","0","349","3"
"Hillingdon","0","0","604","25"
"Hillingdon","0","0","341","9"
"Hillingdon","0","0","343","6"
"Hillingdon","0","0","317","5"
"Hillingdon","0","0","435","10"
"Hillingdon","0","0","339","7"
"Hillingdon","0","0","230","10"
"Hillingdon","0","0","224","7"
"Hillingdon","0","0","448","10"
"Hillingdon","0","0","228","3"
"Hillingdon","0","0","686","6"
"Hillingdon","0","0","419","6"
"Hillingdon","0","0","222","3"
"Hillingdon","0","0","238","6"
"Hillingdon","0","0","675","9"
"Hillingdon","0","0","322","7"
"Hillingdon","0","0","334","13"
"Hillingdon","0","0","374","7"
"Hillingdon","0","0","411","4"
"Hillingdon","0","0","232","6"
"Hillingdon","0","0","227","8"
"Hillingdon","0","0","214","3"
"Hillingdon","0","1","679","20"
"Hillingdon","0","1","1015","50"
"Hillingdon","0","1","1252","24"
"Hillingdon","0","0","852","1"
"Hillingdon","0","0","1161","1"
"Hillingdon","0","0","396","0"
"Hillingdon","0","0","65","0"
"Hillingdon","0","0","373","0"
"Hillingdon","0","0","348","0"
"Hillingdon","0","0","543","0"
"Hillingdon","0","0","256","256"
"Hillingdon","0","0","49","49"
"Hillingdon","0","0","99","99"
"Hillingdon","0","0","183","183"
"Hounslow","0","0","457","9"
"Hounslow","0","0","304","2"
"Hounslow","0","0","193","5"
"Hounslow","1","0","439","16"
"Hounslow","0","0","439","9"
"Hounslow","0","0","311","3"
"Hounslow","1","1","804","27"
"Hounslow","0","0","656","8"
"Hounslow","1","0","1015","44"
"Hounslow","0","0","937","14"
"Hounslow","1","0","636","27"
"Hounslow","0","0","633","21"
"Hounslow","0","1","341","8"
"Hounslow","0","0","274","4"
"Hounslow","1","0","339","27"
"Hounslow","1","0","313","10"
"Hounslow","0","0","689","18"
"Hounslow","0","1","215","12"
"Hounslow","0","0","212","4"
"Hounslow","0","0","438","9"
"Hounslow","1","0","384","16"
"Hounslow","0","1","230","11"
"Hounslow","0","0","673","22"
"Hounslow","0","0","475","7"
"Hounslow","0","0","355","7"
"Hounslow","0","0","215","4"
"Hounslow","0","0","459","7"
"Hounslow","0","0","427","5"
"Hounslow","0","0","215","2"
"Hounslow","0","0","472","5"
"Hounslow","0","0","1831","29"
"Hounslow","0","0","1234","18"
"Hounslow","0","0","95","0"
"Hounslow","0","0","174","1"
"Hounslow","0","0","392","1"
"Hounslow","0","0","297","3"
"Hounslow","0","0","309","309"
"Hounslow","0","0","176","176"
"Hounslow","0","0","193","180"
"Hounslow","0","0","69","69"
"Kingston upon Thames","0","1","132","4"
"Kingston upon Thames","0","0","47","29"
"Kingston upon Thames","0","0","475","14"
"Kingston upon Thames","0","0","469","5"
"Kingston upon Thames","0","0","270","1"
"Kingston upon Thames","0","0","390","8"
"Kingston upon Thames","0","1","348","20"
"Kingston upon Thames","0","1","371","11"
"Kingston upon Thames","0","0","421","10"
"Kingston upon Thames","0","0","311","2"
"Kingston upon Thames","0","0","469","28"
"Kingston upon Thames","0","1","470","15"
"Kingston upon Thames","0","1","667","19"
"Kingston upon Thames","0","0","449","8"
"Kingston upon Thames","0","1","456","30"
"Kingston upon Thames","0","0","596","8"
"Kingston upon Thames","0","0","439","8"
"Kingston upon Thames","0","0","500","9"
"Kingston upon Thames","0","0","227","1"
"Kingston upon Thames","0","0","351","3"
"Kingston upon Thames","0","0","237","1"
"Kingston upon Thames","0","0","201","3"
"Kingston upon Thames","0","0","353","3"
"Kingston upon Thames","0","0","394","1"
"Kingston upon Thames","0","0","201","4"
"Kingston upon Thames","0","0","446","5"
"Kingston upon Thames","0","0","407","10"
